http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	Reference	Number (Appenidx I)	Family	Species	Loads	Nest	Obs.	M	Acanthaceae	Adoxaceae	Aizoaceae	Amaryllidaceae	Altingiaceae	Anacardiaceae	Apiaceae	Apocynaceae	Aquifoliaceae	Araliaceae	Arecaceae	Asparagaceae	Asphodelaceae	Asteraceae	Balsaminaceae	Berberidaceae	Betulaceae	Bignoniaceae	Bixaceae	Boraginaceae	Brassicaceae	Cactaceae	Calceolariaceae	Campanulaceae	Capparaceae	Caprifoliaceae	Caryophyllaceae	Chenopodiaceae	Cistaceae	Clusiaceae	Colchicaceae	Commelinaceae	Convolvulaceae	Cordiaceae	Cornaceae	Costaceae	Crassulaceae	Cucurbitaceae	Cunoniaceae	Ebenaceae	Elaeagnaceae	Ericaceae	Escalloniaceae	Euphorbiaceae	Fabaceae	Fagaceae	Frankeniaceae	Gentianaceae	Geraniaceae	Grossulariaceae	Heliconiaceae	Hippocastanaceae	Hydrangaceae	Hypericaceae	Iridaceae	Juglandaceae	Juncaceae	Krameriaceae	Lamiaceae	Limnocharitaceae	Lauraceae	Liliaceae s.l.	Linaceae	Loasaceae	Lythraceae	Malpighiaceae	Malvaceae	Melanthiaceae	Melastomataceae	Meliaceae	Mimosaceae	Molluginaceae	Monocots	Muntingiaceae	Montiaceae	Myrtaceae	Nitrariaceae	Nyctaginaceae	Oleaceae	Onagraceae	Orobanchaceae	Oxalidaceae	Papaveraceae	Parnassiaceae	Passifloraceae	Phytolaccaceae	Pinaceae	Plantaginaceae	Plumbaginaceae	Poaceae	Polemoniaceae	Polygonaceae	Pontederiaceae	Primulaceae	Protaceae	Pteridaceae	Ranunculaceae	Resedaceae	Rhamnaceae	Rosaceae	Rubiaceae	Rutaceae	Salicaceae	Santalaceae	Sapindaceae	Saxifragaceae	Scrophulariaceae	Solanaceae	Sterculiaceae	Tamaricaceae	Theaceae	Turneraceae	Ulmaceae	Urticaceae	Verbenaceae	Violaceae	Vitaceae	Xanthorrhoaceae	Zygophyllaceae	Unknown
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L796	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Kuhlmann and Eardley (2011)	17	Halictidae	Patellapis communis	39	null	null	39			0.5											96.0																																									0.5																	0.5																							0.5																							2.0		
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L797	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Timmerman and Kuhlmann (2008)	85	Halictidae	Patellapis sp. 1	226	null	null	226			1.5											62.7																																																																				0.5																									2.0												33.2	0.1
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L798	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Hurd & Linsley (1964)	15	Apidae	Peponapis michelbacherorum	null	null	null	10																																						100.0																																																																																		
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L799	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Hurd & Linsley (1964)	15	Apidae	Peponapis pruinosa	null	null	null	10																																						100.0																																																																																		
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L800	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Hurd & Linsley (1964)	15	Apidae	Peponapis utahensis	null	null	null	10																																						100.0																																																																																		
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L801	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Norden et al. (2003)	55	Andrenidae	Perdita floridensis	null	null	null	10									100.0																																																																																																															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L802	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data + Gibbs et al. 2017	n/a; 102	Andrenidae	Perdita octomaculata	8	null	Obs.	10														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L803	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Parker (1978)	57	Megachilidae	Proteriades bidenticauda	null	Nest	null	10																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L804	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Parker (1978)	57	Megachilidae	Proteriades bullifacies	null	Nest	null	10																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L805	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Parker (1978)	57	Megachilidae	Proteriades mojavensis	null	Nest	null	10																																													100.0																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L806	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Parker (1978)	57	Megachilidae	Proteriades plagiostoma	null	Nest	null	10																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L807	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Parker (1978)	57	Megachilidae	Proteriades shoshone	null	Nest	null	10																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L808	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Parker (1978)	57	Megachilidae	Proteriades zuni	null	Nest	null	10																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L809	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Carvalho and Schlindwein (2011)	2	Colletidae	Protodiscelis palpalis	125	null	null	125																																																												100.0																																																												
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L810	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Schlindwein and Medeiros (2006)	73	Andrenidae	Protomeliturga turnerae	10	null	null	10																																																																																					100.0																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L811	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996b)	39	Megachilidae	Protosmia (Nanosmia) minutula	15	null	null	15																													9.2																														90.8																																																													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L812	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Pseudoanthidium eximium	27	null	null	27														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L813	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Pseudoanthidium melanurum	30	null	null	30														99.6																															0.3																																																																											0.1
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L814	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Pseudoanthidium ochrognathum	20	null	null	20														9.4						20.1	51.6																								17.9																																															0.7																												0.3
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L815	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Pseudoanthidium reticulatum	30	null	null	30														99.9																																																																																																										0.1
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L816	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Pseudoanthidium scapulare	55	null	null	55														99.9							0.1																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L817	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Pseudoanthidium wahrmannicum	20	null	null	20														99.7							0.3																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L818	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data + Hurd (1979)	n/a; 103	Megachilidae	Pseudopanurgus aestivalis	6	null	Obs.	10														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L819	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data + Gibbs et al. 2017	n/a; 102	Megachilidae	Pseudopanurgus andrenoides	4	null	Obs.	10														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L820	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Rust (1980)	70	Apidae	Ptilothrix bombiformis	null	Nest	null	10																																																																			100.0																																																					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L821	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Schlindwein and Martins (2000)	72	Apidae	Ptilothrix plumata	null	Nest	null	10																																																																			100.0																																																					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L822	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Rhodanthidium aculeatum	24	null	null	24																																													0.3														99.7																																																													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L823	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Rhodanthidium caturigense	40	null	null	40							2.6							1.4						4.1	0.6						0.1		3.5																82.2														1.9																																																1.0													2.6
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L824	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Rhodanthidium infuscatum	31	null	null	31							0.3							32.3						3.8	5.8					0.6			7.5								10.9								20.8														8.0																																																4.6													5.4
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L825	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Rhodanthidium septemdentatum	50	null	null	50														21.8						1.1	0.3			1.3		1.7			18.0				0.9				7.1								33.4														3.3			0.2																					0.6					0.5						2.7			0.4			1.3							4.9													0.5
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L826	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Rhodanthidium siculum	30	null	null	30														56.8						6.3	1.4					0.2							0.6												14.5																																						11.3														0.5				1.2						6.8													0.4
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L827	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Rhodanthidium sticticum	35	null	null	35														21.9						6.8	1.7								11.3				1.0				0.1								43.6														0.7			2.1																					0.9															0.3		2.2							6.7													0.7
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L828	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996a)	38	Megachilidae	Rhodanthidium superbum	25	null	null	25																																													97.7														2.3																																																													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L829	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989)	86	Halictidae	Rhopitoides canus	null	null	null	10																																													100.0																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L830	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Müller, A. (1996b)	39	Halictidae	Rophites algirus	24	null	null	24																																																											100.0																																																													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L831	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989)	86	Halictidae	Rophites quinquespinosus	null	null	null	10																																																											100.0																																																													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L832	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Michez et al. (2010)	25	Melittidae	Samba ogilviei	17	null	null	17														7.3										87.9																																																																																																4.8
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L833	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Kuhlmann and Timmerman (2011) + Michez et al (2010)	18; 25	Melittidae	Samba spinosa	13	null	null	13																																					100.0																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L834	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Gaona et al. (2019)	8	Apidae	Scaptotrigona spp.	244	null	null	244								0.7			0.2			3.1					1.8	4.3		0.4											1.5						0.8			0.8		0.3	13.2														4.8								15.6		1.6		0.4			10.2		0.0		0.1	0.1										1.4			19.8			1.3	0.5			2.4	1.8	0.1							0.2	10.5						0.0					2.1
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L835	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Kuhlmann and Eardley (2011)	17	Colletidae	Scrapter niger	24	null	null	24														90.0							5.0																2.0																																			3.0																																																
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L836	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Kuhlmann and Eardley (2011)	17	Colletidae	Scrapter nitidus	34	null	null	34														100.0																																																																																																										
